"którą chorobę nazwano „czarną śmiercią”";"dżuma";"Medycyna"
"jak brzmi liczba mnoga: liceum";"licea";"Język Polski"
"w których górach wznosi się szczyt Baranie Rogi";"Tatry";"Geografia Fizyczna"
"z ilu izb składa się parlament Wielkiej Brytanii";"z dwóch";"Europa: Polityka i Gospodarka"
"co było pierwsze – SMS czy e-mail";"e-mail";"Technologia"
"plener – z którego języka pochodzi ten wyraz";"francuskiego";"Języki"
"jak nazywa się w legendzie arturiańskiej siedziba z Okrągłym Stołem";"Camelot";"Literatura: Klasyka Światowa"
"prędkość, pęd, częstotliwość – co nie jest wektorem";"częstotliwość";"Fizyka"
"miasto Waranasi jest największym ośrodkiem w Indiach nad którą rzeką";"Ganges";"Miasta Świata"
"jak nazywali się Indianie, którym przewodził Geronimo";"Apacze";"Etnografia"
"który związek stosowany jest w gaśnicach „śniegowych”";"CO₂";"Chemia"
"kim był Prometeusz – bogiem, tytanem czy herosem";"tytanem";"Mitologia Grecka i Rzymska"
"kto powołuje Szefa CBA";"premier";"Polska: Polityka i Gospodarka"
"które grzyby pomagają w produkcji piwa, wina i chleba";"drożdże";"Biologia"
"nogi zająca w gwarze myśliwskiej to…";"skoki";"Zoologia"
"bonżurka to domowy ubiór mężczyzn czy kobiet";"mężczyzn";"Moda i Ubiory"
"jakiego koloru są kwiaty ogórka";"żółte";"Botanika"
"które miasto jest stolicą Bawarii";"Monachium";"Miasta Świata"
"w którym stuleciu działał Evangelista Torricelli";"XVII w.";"Nauka"
"w którym utworze Bolesława Prusa wspomniany jest metal lżejszy od powietrza";"«Lalka»";"Literatura Polska"
"wymień trzy państwa-założycieli OPEC";"Iran, Irak, Arabia Saudyjska";"Organizacje Międzynarodowe"
"z którego zwierzęcia pochodziło Złote Runo";"barana";"Mitologia Grecka i Rzymska"
"osobie zatrudnionej na etat ponad 10 lat przysługuje 20 czy 26 dni urlopu";"26";"Prawo"
"jak ma na imię dr House";"Gregory";"Telewizja"
"jak nazywa się gwiazdozbiór z Kastorem i Polluksem";"Bliźnięta";"Astronomia i Astrologia"
"jak w XVI–XVII w. nazywano wyznawców kalwinizmu we Francji";"hugenoci";"Historia Nowożytna"
"jaka jest naukowa nazwa fiołka alpejskiego";"cyklamen";"Botanika"
"które holenderskie miasto jest siedzibą parlamentu i dworu królewskiego";"Haga";"Miasta Świata"
"imperatyw kategoryczny to pojęcie którego filozofa";"Immanuela Kanta";"Filozofia"
"w którym mieście ma siedzibę Śląskie Centrum Chorób Serca";"Zabrze";"Polska: Geografia"
"świąteczne ciasto kugiel to specjalność wyznawców której religii";"judaizmu";"Dania i Napoje"
"którą dyscyplinę uprawiał przed wojną Henryk Dobrzański «Hubal»";"jazdę konną";"Sport"
"strategiem którego polis był Perykles";"Aten";"Historia Starożytna"
"czy istnieją ssaki pokryte łuskami";"TAK (pangoliny)";"Zoologia"
"który konstytucyjny organ stoi na straży niezawisłości sędziów i sądów";"Krajowa Rada Sądownictwa";"Polska: Polityka i Gospodarka"
"czy liczba 33 jest liczbą pierwszą";"NIE";"Matematyka"
"na którym kontynencie żyją Pasztunowie";"w Azji";"Etnografia"
"Lamia Reno podarowała jednej ze staruszek dżem z prawdziwych owoców – jakich";"truskawek";"Dania i Napoje"
"które polskie miasto organizuje festiwal «Jazz na Starówce»";"Warszawa";"Muzyka: Jazz"
"w którym wieku panował Michał Korybut Wiśniowiecki";"XVII w.";"Polska: Historia"
"z kim mistrz Polikarp prowadzi rozmowę";"ze Śmiercią";"Literatura Polska"
"czy szermierka jest dyscypliną olimpijską";"TAK";"Sport"
"w którym państwie przyznawana jest Nagroda Goncourtów";"we Francji";"Nagrody i Odznaczenia"
"jak z greki nazywa się sztuka prowadzenia sporów";"erystyka";"Filozofia"
"na ile ponumerowanych przegródek jest ruletka europejska";"37";"Gry i Hazard"
"czyje życiorysy opisuje hagiografia";"świętych";"Kościoły i Religie Świata"
"gwiazdozbiór Andromedy leży na niebie północnym czy południowym";"północnym";"Astronomia i Astrologia"
"kto napisał libretto do opery «Król Roger»";"Jarosław Iwaszkiewicz";"Muzyka: Opera"
"czy ptak kiwi potrafi fruwać";"jest nielotem";"Zoologia"
"z czego – według przysłowia – «bicza nie ukręcisz»";"z piasku";"Powiedzenia i Przysłowia"
"z którego państwa wywodzi się menuet";"z Francji";"Taniec i Balet"
"kontestacja to wyrażenie aprobaty czy sprzeciwu";"sprzeciwu";"Języki"
"mapę którego kontynentu znajdziemy na monetach euro";"Europy";"Waluty Świata"
"który owoc Wilhelm Tell zestrzelił z głowy syna";"jabłko";"Literatura: Klasyka Światowa"
"jak nazywa się majątek wnoszony mężowi przez żonę";"posag";"Prawo"
"kto napisał słowa: «A niechaj narodowie wżdy postronni znają…»";"Mikołaj Rej";"Literatura Polska"
"która postać z «Alicji w Krainie Czarów» znikała, zostawiając tylko uśmiech";"Kot z Cheshire";"Literatura: Klasyka Światowa"
"jak z łaciny nazywa się 1∕100 dowolnej wartości";"procent";"Miary i Wagi"
"jak nazywa się długi sznur z pętlą służący do chwytania bydła";"lasso";"Etnografia"
"który rok przyjmuje się za początek państwa polskiego";"966";"Polska: Historia"
"czy odkryte przez Röntgena promienie X to promieniowanie jonizujące";"TAK";"Fizyka"
"nad którym oceanem leży stolica Japonii";"nad Pacyfikiem";"Geografia Polityczna"
"gen. Kazimierz Pułaski jest bohaterem narodowym którego obcego państwa";"USA";"Wielcy Wodzowie i Przywódcy"
"kto w filmie «Popioły» zagrał Rafała Olbromskiego";"Daniel Olbrychski";"Film i Telewizja"
"jakiego koloru koszule nosili ochotnicy Garibaldiego";"czerwone";"Historia Nowożytna"
"cieśnina między Ameryką Południową a Ziemią Ognistą nosi imię którego żeglarza";"Ferdynanda Magellana";"Geografia Fizyczna"
"w którym mieście przy Mauzoleum Hadriana znajduje się most Sant’Angelo";"w Rzymie";"Miasta Świata"
"czy żołnierz w czynnej służbie może sprawować mandat poselski w Polsce";"NIE";"Prawo"
"w którym roku rozgrywano w Polsce piłkarskie MŚ";"nigdy";"Sport: Piłka Nożna"
"które powstało wcześniej – powieść «Krzyżacy» czy obraz «Bitwa pod Grunwaldem»";"«Krzyżacy»";"Literatura Polska"
"po I rozbiorze Warmia znalazła się w granicach którego państwa";"Prus";"Historia Polski"
"jak nazywa się świątynia bizantyjska w Konstantynopolu";"Hagia Sophia";"Malarstwo, Rzeźba, Architektura"
"jak brzmi tytuł powieści Mickiewicza o bohaterskiej księżnej Nowogródka";"«Grażyna»";"Literatura Polska"
"Nowa Południowa Walia to stan którego państwa";"Australii";"Geografia Polityczna"
"czy Telly Savalas zagrał w filmie z serii o Jamesie Bondzie";"TAK";"Film i Telewizja"
"w którym wieku żył astronom Jan Heweliusz";"XVII w.";"Nauka"
"jak nazywa się pas kolorowego materiału naszyty wzdłuż szwu spodni";"lampas";"Moda i Ubiory"
"w którym państwie stoi Piramida Księżyca (Teotihuacán)";"w Meksyku";"Archeologia"
"jak nazywał się dróżnik, który uratował Wokulskiego";"Wysocki";"Literatura Polska"
"EFTA jest stowarzyszeniem wolnego handlu państw którego kontynentu";"Europy";"Organizacje Międzynarodowe"
"kwakier to członek protestanckiej grupy wyznaniowej czy afrykańskiego plemienia";"protestanckiej grupy wyznaniowej";"Kościoły i Religie Świata"
"jakie kolory występują na fladze Kanady";"czerwony i biały";"Symbole państw"
"na którym pojezierzu w Polsce wznoszą się Szeskie Wzgórza";"Mazurskim";"Polska: Geografia"
"w której dziedzinie nauki przyznawane są Medale Fieldsa";"matematyce";"Nagrody i Odznaczenia"
"jak nazywał się gliniany olbrzym stworzony w Pradze";"Golem";"Legendy i Folklor"
"czy wojny punickie toczyły się przed czy po narodzeniu Chrystusa";"przed";"Historia Starożytna"
"jakiego koloru habit nosi zakon kamedułów";"biały";"Kościoły i Religie Świata"
"ruch obrotowy Ziemi odbywa się wokół własnej osi czy wokół Słońca";"wokół własnej osi";"Astronomia i Astrologia"
"w którym państwie rozgrywa się akcja «Hamleta»";"w Danii";"Literatura: Klasyka Światowa"
"z ilu zawodników składa się drużyna w curlingu";"z czterech";"Sport"
"czy muchomor sromotnikowy i sromotnik bezwstydny to ten sam grzyb";"NIE – to różne gatunki";"Botanika"
"za panowania którego cesarza rzymskiego zginął św. Piotr";"Nerona";"Biblia: Stary i Nowy Testament"
"w której ręce Statua Wolności trzyma pochodnię";"w prawej";"Symbole państw"
"kto powiedział, że człowiek to tylko trzcina, ale trzcina myśląca";"Blaise Pascal";"Filozofia"
"czy osobą prawną może być przedsiębiorstwo";"TAK";"Prawo"
"jakimi słowami zaczął swoje przemówienie w Kongresie Lech Wałęsa";"My naród";"Polska: Polityka i Gospodarka"
"kto założył Teatr na Woli w Warszawie";"Tadeusz Łomnicki";"Teatr: Historia"
"na którym półwyspie leży przylądek Hafun, najdalej na wschód wysunięty punkt Afryki";"Półwysep Somalijski";"Geografia Fizyczna"
"do nacinania gwintów wewnętrznych służy gwintownik, a do zewnętrznych…";"narzynka";"Historia techniki"
"sylwetka której rezydencji Ludwika II stała się symbolem wytwórni Disneya";"Neuschwanstein";"Malarstwo, Rzeźba, Architektura"
"tereny którego współczesnego państwa podbił w XVI w. Pizarro";"Peru";"Historia Nowożytna"
"czy jeże żyjące w Polsce zapadają w sen zimowy";"TAK";"Zoologia"
"który zakon miał swoją siedzibę w krzeszowskim opactwie";"cystersi";"Kościoły i Religie Świata"
"w co rycerz gra ze Śmiercią w «Siódmej pieczęci» Bergmana";"w szachy";"Film i Telewizja"
"w którym miesiącu obchodzony jest Międzynarodowy Dzień Pamięci Ofiar Holokaustu";"styczniu";"Historia Najnowsza"
"czy przymiotniki odmieniają się przez rodzaje";"TAK";"Język Polski"
"który łańcuch górski oddziela Półwysep Iberyjski od reszty Europy";"Pireneje";"Geografia Fizyczna"
"w którym wieku żył Jan Długosz";"XV w.";"Polska: Historia"
"czy ptaki mają zęby";"NIE";"Zoologia"
"w którym mieście toczy się akcja powieści «Mistrz i Małgorzata»";"Moskwa";"Literatura: Klasyka Światowa"
"ilu aktorów występuje w dramacie Mrożka «Emigranci»";"dwóch";"Teatr Współczesny"
"od którego roku NBP jest centralnym bankiem emisyjnym Polski";"1945";"Polska: Polityka i Gospodarka"
"jak nazywa się środek odwoławczy od wyroku I instancji";"apelacja";"Prawo"
"na którym kontynencie żyje wąż gniewosz plamisty";"w Europie";"Zoologia"
"jak nazywa się Wielki Duch w wierzeniach Indian";"Manitu";"Etnografia"
"z którego państwa pochodzi rumba";"Kuba";"Taniec i Balet"
"kto napisał wydaną w 1862 r. powieść «Nędznicy»";"Wiktor Hugo";"Literatura: Klasyka Światowa"
"co jest jednostką miary kąta płaskiego w układzie SI";"radian";"Miary i Wagi"
"jak do 1976 r. nazywało się miasto Ho Chi Minh City";"Sajgon";"Miasta Świata"
"czy żoną Perseusza była Persefona";"NIE";"Mitologia Grecka i Rzymska"
"władcą której polskiej dzielnicy był Bolesław Wysoki";"Śląska";"Polska: Historia"
"co należy kuć, póki jest gorące";"żelazo";"Powiedzenia i Przysłowia"
"czy w Warszawie kursowały trolejbusy";"TAK";"Transport"
"jak nazywamy obszar w centrum cyklonu, w którym nie ma wiatru";"oko";"Geografia Fizyczna"
"narodziny której bogini przedstawił Sandro Botticelli";"Afrodyty";"Malarstwo, Rzeźba, Architektura"
"w którym wieku wydano powieść Daniela Defoe o Robinsonie Kruzoe";"XVIII w.";"Literatura: Klasyka Światowa"
"który gaz jest niezbędny do fotosyntezy";"dwutlenek węgla";"Biologia"
"jak nazywa się akt prawny, w którym spadkodawca rozporządza majątkiem na wypadek śmierci";"testament";"Prawo"
"czy barakuda żyje w wodzie, czy na lądzie";"w wodzie";"Zoologia"
"na którym kontynencie leży Gujana";"Ameryka Południowa";"Geografia Fizyczna"
"w którym wieku żył Rembrandt";"XVII w.";"Malarstwo, Rzeźba, Architektura"
"«Cztery wesela i pogrzeb» – ile było pogrzebów";"jeden";"Film i Telewizja"
"czy Julian Ursyn Niemcewicz pisał bajki";"TAK";"Literatura Polska"
"co – obok buraków – jest podstawowym składnikiem ćwikły";"chrzan";"Dania i Napoje"
"jakiego koloru był kot Bonifacy";"czarny";"Telewizja"
"w którym państwie w latach 1966-1976 trwała rewolucja kulturalna";"Chiny";"Azja: Polityka i Gospodarka"
"jak nazywa się krzew rodzący orzechy laskowe";"leszczyna";"Botanika"
"z którym państwem graniczy województwo opolskie";"Czechami";"Polska: Geografia"
"ile jest przypadków w języku polskim";"siedem";"Język Polski"
"czy tamburyn jest instrumentem perkusyjnym";"TAK";"Muzyka: Instrumenty"
"moratorium oznacza przyspieszenie czy odroczenie terminu";"odroczenie";"Prawo"
"na ilu prostych leżą ramiona kąta półpełnego";"na jednej";"Matematyka"
"jak nazywał się zespół, którego członkinią była Victoria Beckham";"Spice Girls";"Muzyka: Pop"
"czy Pakistan graniczy z Iranem";"TAK";"Geografia Polityczna"
"jak nazywa się chrząszcz-­szkodnik ziarna z rodziny ryjkowców";"wołek zbożowy";"Zoologia"
"w którym klasztorze zaszył się Michał Wołodyjowski";"u kamedułów";"Literatura Polska"
"ile lat miał Władysław III, gdy koronowano go na króla Polski";"dziesięć";"Polska: Historia"
"czy zakłady w Ćmielowie produkują samochody czy porcelanę";"porcelanę";"Polska: Kultura, Sztuka, Nauka"
"ile srebrników otrzymał Judasz za wydanie Jezusa";"trzydzieści";"Biblia: Stary i Nowy Testament"
"w którym miesiącu następuje przesilenie zimowe na półkuli północnej";"w grudniu";"Kalendarz i Czas"
"co to jest Wielka Krokiew: skocznia, przełęcz czy szczyt";"skocznia";"Sport"
"gdzie znajduje się pomnik z napisem «Przechodniu, powiedz Sparcie…»";"w Termopilach";"Historia Starożytna"
"czy Monako jest członkiem ONZ";"TAK";"ONZ"
"z którego dzieła Mickiewicza pochodzi wiersz «Do Przyjaciół Moskali»";"«Dziady»";"Literatura Polska"
"jak w gwarze łowieckiej nazywa się stado dzików lub wilków";"wataha";"Zoologia"
"kwintal to ile kilogramów";"sto";"Miary i Wagi"
"«serdeczny» palec to który w kolejności od kciuka";"czwarty";"Biologia"
"w którym państwie leży tor wyścigowy Hungaroring";"na Węgrzech";"Sport"
"pod jakim pseudonimem występowała Greta Gustavson";"Greta Garbo";"Film i Telewizja"
"w którym mieście Stalin, Roosevelt i Churchill spotkali się w 1943 r.";"w Teheranie";"II Wojna Światowa"
"kukurydza jest rośliną jednoroczną czy wieloletnią";"jednoroczną";"Botanika"
"jakie tło mają znaki drogowe ostrzegawcze";"żółte";"Transport"
"co «rozsiewa maj», gdy strumyk płynie z wolna";"zioła";"Piosenki dziecięce"
"kto był komendantem Szkoły Rycerskiej";"Adam Kazimierz Czartoryski";"Polska: Historia"
"czy Nagroda Nobla przyznawana jest w dziedzinie ekonomii";"TAK";"Nagrody i Odznaczenia"
"jak miał na imię Puszkin";"Aleksander";"Literatura: Klasyka Światowa"
"w którym wieku powstał Uniwersytet Harvarda";"XVII w.";"Edukacja"
"cynober to ruda którego metalu";"rtęci";"Chemia"
"jak z łaciny nazywa się droga wijąca się serpentynami";"serpentyna";"Języki"
"jakiego koloru są dojrzałe owoce żurawiny";"czerwone";"Botanika"
"największy obiegowy nominał banknotu euro to…";"500 €";"Waluty Świata"
"w którym państwie produkowano samoloty «Sztukasy»";"w Niemczech";"II Wojna Światowa"
"«dryblas» to człowiek wysoki czy otyły";"wysoki";"Języki"
"jak nazywał się niemiecki archeolog, który odkrył Troję";"Heinrich Schliemann";"Archeologia"
"jak żeglarze nazywają pełny wiatr od rufy";"fordewind";"Transport"
"co oznacza łacińskie «Opus Dei»";"dzieło Boże";"Kościoły i Religie Świata"
"w którym roku ukazał się pierwszy numer «Gazety Wyborczej»";"1989";"Prasa"
"ile «Trenów» napisał Jan Kochanowski";"dziewiętnaście";"Literatura Polska"
"jaki przydomek nosił August II";"Mocny";"Polska: Historia"
"który półwysep ma największą powierzchnię na Ziemi";"Półwysep Arabski";"Geografia Fizyczna"
"czy Arystoteles należał do Akademii Platońskiej";"TAK";"Filozofia"
"w którym państwie działa partia konserwatywna Likud";"w Izraelu";"Azja: Polityka i Gospodarka"
"ilu karatom odpowiadają wyroby z czystego złota";"24";"Miary i Wagi"
"z którego języka pochodzi słowo «gastarbeiter»";"niemieckiego";"Języki"
"jak nazywa się okrągły stolik do formowania naczyń z gliny";"koło garncarskie";"Historia techniki"
"czy w strefie równikowej żyją pingwiny";"TAK";"Zoologia"
"co oznacza powiedzenie „mieć węża w kieszeni”";"być skąpym";"Powiedzenia i Przysłowia"
"na terenie których państw leży węglowe Zagłębie Donieckie";"Rosji i Ukrainy";"Geografia Polityczna"
"jakie imię nosiła polska malarka Berezowska";"Maja";"Polska: Kultura, Sztuka, Nauka"
"które pierwiastki wchodzą w skład soli kuchennej";"sód i chlor";"Chemia"
"co Meduza miała na głowie zamiast włosów";"węże";"Mitologia Grecka i Rzymska"
"na czele którego państwa stał ajatollah Chomeini";"Iranu";"Azja: Polityka i Gospodarka"
"czy erytrocyty i krwinki czerwone to to samo";"TAK";"Biologia"
"który amerykański polityk powiedział „Ich bin ein Berliner”";"John F. Kennedy";"Historia Najnowsza"
"komża to szata liturgiczna biała czy kolorowa";"biała";"Kościoły i Religie Świata"
"jakie pokrewieństwo łączyło Audrey i Katherine Hepburn";"żadne";"Film i Telewizja"
"jaką nazwę nosił wenecki dukat – dziś określenie ozdoby stroju";"cekin";"Waluty Świata"
"czy kartezjański układ współrzędnych to to samo co prostokątny";"TAK";"Matematyka"
"jak nazywa się angielska jednostka długości równa 25,4 mm";"cal";"Miary i Wagi"
"w oku znajduje się plamka żółta czy czerwona";"żółta";"Biologia"
"Radio niezależnie wynaleźli Rosjanin Popow i Włoch Marconi – jakie urządzenie to radio";"radio";"Historia techniki"
"czy Bolesław Krzywousty był koronowany na króla Polski";"NIE";"Polska: Historia"
"jak nazywa się produkt uboczny przy produkcji cukru z buraków";"melasa";"Dania i Napoje"
"w którym wieku rozpoczęto budowę bazyliki św. Piotra w Rzymie";"XVI w.";"Malarstwo, Rzeźba, Architektura"
